timestamp,total_damage_window,total_kills_window,total_healed_window,total_deaths_window,is_fight
2024-11-28 19:16:37.448000+00:00,803.3151999999999,2.0,627.32,0.0,True
2024-11-28 19:16:37.670000+00:00,763.3152,1.0,627.32,0.0,True
2024-11-28 19:16:37.920000+00:00,568.645,0.0,627.32,0.0,True
2024-11-28 19:16:38.331000+00:00,433.6449999999999,0.0,627.32,0.0,True
2024-11-28 19:16:38.400000+00:00,433.6449999999999,0.0,627.32,0.0,True
2024-11-28 19:16:38.810000+00:00,316.1449999999999,0.0,514.32,0.0,True
2024-11-28 19:16:38.855000+00:00,316.1449999999999,0.0,514.32,0.0,True
2024-11-28 19:16:39.316000+00:00,146.64499999999992,0.0,512.7840000000001,0.0,True
2024-11-28 19:16:39.541000+00:00,146.64499999999992,0.0,512.7840000000001,0.0,True
2024-11-28 19:16:39.785000+00:00,105.99999999999994,0.0,408.568,0.0,False
2024-11-28 19:16:40.269000+00:00,84.99999999999994,0.0,406.52,0.0,False
2024-11-28 19:16:40.720000+00:00,0.0,0.0,322.52,0.0,False
2024-11-28 19:16:42.389000+00:00,170.0,0.0,179.44,0.0,False
2024-11-28 19:16:44.312000+00:00,248.0,0.0,87.11999999999999,0.0,False
2024-11-28 19:16:46.279000+00:00,272.43,0.0,162.8,0.0,False
2024-11-28 19:16:47.219000+00:00,403.946,0.0,230.69899999999996,0.0,False
2024-11-28 19:16:48.165000+00:00,509.07,0.0,307.49899999999997,0.0,True
2024-11-28 19:16:49.174000+00:00,509.07,0.0,339.06899999999996,0.0,True
2024-11-28 19:16:49.638000+00:00,509.07,0.0,339.06899999999996,0.0,True
2024-11-28 19:16:50.107000+00:00,524.0699999999999,0.0,339.06899999999996,0.0,True
2024-11-28 19:16:50.566000+00:00,524.0699999999999,0.0,339.06899999999996,0.0,True
2024-11-28 19:16:51.025000+00:00,540.0699999999999,0.0,339.06899999999996,0.0,True
2024-11-28 19:16:51.032000+00:00,540.0699999999999,0.0,339.06899999999996,0.0,True
2024-11-28 19:16:51.052000+00:00,540.0699999999999,0.0,339.06899999999996,0.0,True
2024-11-28 19:16:51.469000+00:00,788.2880000000001,0.0,339.06899999999996,0.0,True
2024-11-28 19:16:51.511000+00:00,788.2880000000001,0.0,339.06899999999996,0.0,True
2024-11-28 19:16:51.934000+00:00,1048.7810000000002,0.0,376.3887,0.0,True
2024-11-28 19:16:51.945000+00:00,1048.7810000000002,0.0,376.3887,0.0,True
2024-11-28 19:16:51.973000+00:00,1048.7810000000002,0.0,376.3887,0.0,True
2024-11-28 19:16:51.993000+00:00,1048.7810000000002,0.0,376.3887,0.0,True
2024-11-28 19:16:52.442000+00:00,1027.0810000000001,0.0,493.7787,1.0,True
2024-11-28 19:16:52.451000+00:00,1027.0810000000001,0.0,493.7787,1.0,True
2024-11-28 19:16:52.866000+00:00,1400.6100000000001,2.0,580.2089,1.0,True
2024-11-28 19:16:52.934000+00:00,1400.6100000000001,2.0,580.2089,1.0,True
2024-11-28 19:16:53.388000+00:00,1482.4080000000001,3.0,730.3609,1.0,True
2024-11-28 19:16:53.862000+00:00,1673.9180000000001,3.0,863.5407,1.0,True
2024-11-28 19:16:54.726000+00:00,1862.6599999999999,3.0,1078.5887,1.0,True
2024-11-28 19:16:55.711000+00:00,1998.541,3.0,1231.9127,1.0,True
2024-11-28 19:16:56.120000+00:00,2558.926,3.0,1314.3127000000002,1.0,True
2024-11-28 19:16:56.135000+00:00,2558.926,3.0,1314.3127000000002,1.0,True
2024-11-28 19:16:56.150000+00:00,2558.926,3.0,1314.3127000000002,1.0,True
2024-11-28 19:16:56.164000+00:00,2558.926,3.0,1314.3127000000002,1.0,True
2024-11-28 19:16:56.198000+00:00,2558.926,3.0,1314.3127000000002,1.0,True
2024-11-28 19:16:56.245000+00:00,2558.926,3.0,1314.3127000000002,1.0,True
2024-11-28 19:16:56.631000+00:00,2592.306,3.0,1339.6037,1.0,True
2024-11-28 19:16:56.686000+00:00,2592.306,3.0,1339.6037,1.0,True
2024-11-28 19:16:56.701000+00:00,2592.306,3.0,1339.6037,1.0,True
2024-11-28 19:16:56.714000+00:00,2592.306,3.0,1339.6037,1.0,True
2024-11-28 19:16:57.048000+00:00,2498.71,3.0,1413.4137,1.0,True
2024-11-28 19:16:57.112000+00:00,2498.71,3.0,1413.4137,1.0,True
2024-11-28 19:16:57.154000+00:00,2498.71,3.0,1413.4137,1.0,True
2024-11-28 19:16:57.169000+00:00,2498.71,3.0,1413.4137,1.0,True
2024-11-28 19:16:57.369000+00:00,2507.59,3.0,1448.9337,1.0,True
2024-11-28 19:16:57.533000+00:00,2487.4660000000003,3.0,1420.1337,1.0,True
2024-11-28 19:16:57.552000+00:00,2487.4660000000003,3.0,1420.1337,1.0,True
2024-11-28 19:16:57.567000+00:00,2487.4660000000003,3.0,1420.1337,1.0,True
2024-11-28 19:16:57.632000+00:00,2487.4660000000003,3.0,1420.1337,1.0,True
2024-11-28 19:16:57.664000+00:00,2487.4660000000003,3.0,1420.1337,1.0,True
2024-11-28 19:16:57.673000+00:00,2487.4660000000003,3.0,1420.1337,1.0,True
2024-11-28 19:16:57.996000+00:00,2418.626,3.0,1453.9716999999998,1.0,True
2024-11-28 19:16:58.047000+00:00,2418.626,3.0,1453.9716999999998,1.0,True
2024-11-28 19:16:58.089000+00:00,2418.626,3.0,1453.9716999999998,1.0,True
2024-11-28 19:16:58.105000+00:00,2418.626,3.0,1453.9716999999998,1.0,True
2024-11-28 19:16:58.125000+00:00,2418.626,3.0,1453.9716999999998,1.0,True
2024-11-28 19:16:58.139000+00:00,2418.626,3.0,1453.9716999999998,1.0,True
2024-11-28 19:16:58.470000+00:00,2424.826,3.0,1469.8477,1.0,True
2024-11-28 19:16:58.503000+00:00,2424.826,3.0,1469.8477,1.0,True
2024-11-28 19:16:58.518000+00:00,2424.826,3.0,1469.8477,1.0,True
2024-11-28 19:16:58.569000+00:00,2424.826,3.0,1469.8477,1.0,True
2024-11-28 19:16:58.610000+00:00,2424.826,3.0,1469.8477,1.0,True
2024-11-28 19:16:58.935000+00:00,2424.826,3.0,1468.9977,1.0,True
2024-11-28 19:16:58.968000+00:00,2424.826,3.0,1468.9977,1.0,True
2024-11-28 19:16:58.984000+00:00,2424.826,3.0,1468.9977,1.0,True
2024-11-28 19:16:59.014000+00:00,2424.826,3.0,1468.9977,1.0,True
2024-11-28 19:16:59.044000+00:00,2424.826,3.0,1468.9977,1.0,True
2024-11-28 19:16:59.403000+00:00,2451.696,3.0,1533.6027,1.0,True
2024-11-28 19:16:59.431000+00:00,2451.696,3.0,1533.6027,1.0,True
2024-11-28 19:16:59.466000+00:00,2451.696,3.0,1533.6027,1.0,True
2024-11-28 19:16:59.481000+00:00,2451.696,3.0,1533.6027,1.0,True
2024-11-28 19:16:59.876000+00:00,2602.227,3.0,1631.6187,1.0,True
2024-11-28 19:16:59.908000+00:00,2602.227,3.0,1631.6187,1.0,True
2024-11-28 19:16:59.920000+00:00,2602.227,3.0,1631.6187,1.0,True
2024-11-28 19:16:59.958000+00:00,2602.227,3.0,1631.6187,1.0,True
2024-11-28 19:16:59.984000+00:00,2602.227,3.0,1631.6187,1.0,True
2024-11-28 19:17:00.005000+00:00,2602.227,3.0,1631.6187,1.0,True
2024-11-28 19:17:00.336000+00:00,2764.737,3.0,1673.6987,1.0,True
2024-11-28 19:17:00.385000+00:00,2764.737,3.0,1673.6987,1.0,True
2024-11-28 19:17:00.397000+00:00,2764.737,3.0,1673.6987,1.0,True
2024-11-28 19:17:00.463000+00:00,2764.737,3.0,1673.6987,1.0,True
2024-11-28 19:17:00.834000+00:00,2960.0370000000003,3.0,1692.8987,1.0,True
2024-11-28 19:17:00.847000+00:00,2960.0370000000003,3.0,1692.8987,1.0,True
2024-11-28 19:17:00.874000+00:00,2960.0370000000003,3.0,1692.8987,1.0,True
2024-11-28 19:17:00.889000+00:00,2960.0370000000003,3.0,1692.8987,1.0,True
2024-11-28 19:17:00.935000+00:00,2960.0370000000003,3.0,1692.8987,1.0,True
2024-11-28 19:17:00.951000+00:00,2960.0370000000003,3.0,1692.8987,1.0,True
2024-11-28 19:17:00.966000+00:00,2960.0370000000003,3.0,1692.8987,1.0,True
2024-11-28 19:17:01.290000+00:00,2754.461,3.0,1731.4986999999999,1.0,True
2024-11-28 19:17:01.345000+00:00,2754.461,3.0,1731.4986999999999,1.0,True
2024-11-28 19:17:01.352000+00:00,2754.461,3.0,1731.4986999999999,1.0,True
2024-11-28 19:17:01.427000+00:00,2754.461,3.0,1731.4986999999999,1.0,True
2024-11-28 19:17:01.763000+00:00,2758.5879999999997,3.0,1785.979,1.0,True
2024-11-28 19:17:01.820000+00:00,2758.5879999999997,3.0,1785.979,1.0,True
2024-11-28 19:17:01.864000+00:00,2758.5879999999997,3.0,1785.979,1.0,True
2024-11-28 19:17:01.878000+00:00,2758.5879999999997,3.0,1785.979,1.0,True
2024-11-28 19:17:01.891000+00:00,2758.5879999999997,3.0,1785.979,1.0,True
2024-11-28 19:17:02.228000+00:00,2818.5440000000003,3.0,1753.645,1.0,True
2024-11-28 19:17:02.291000+00:00,2818.5440000000003,3.0,1753.645,1.0,True
2024-11-28 19:17:02.359000+00:00,2818.5440000000003,3.0,1753.645,1.0,True
2024-11-28 19:17:02.708000+00:00,2575.483,1.0,1866.6848,0.0,True
2024-11-28 19:17:02.770000+00:00,2575.483,1.0,1866.6848,0.0,True
2024-11-28 19:17:02.834000+00:00,2575.483,1.0,1866.6848,0.0,True
2024-11-28 19:17:03.181000+00:00,2494.141,0.0,1834.0867999999996,0.0,True
2024-11-28 19:17:03.232000+00:00,2494.141,0.0,1834.0867999999996,0.0,True
2024-11-28 19:17:03.239000+00:00,2494.141,0.0,1834.0867999999996,0.0,True
2024-11-28 19:17:03.699000+00:00,2307.8150000000005,0.0,1778.477,0.0,True
2024-11-28 19:17:04.122000+00:00,2212.045,0.0,1717.067,0.0,True
2024-11-28 19:17:04.171000+00:00,2212.045,0.0,1717.067,0.0,True
2024-11-28 19:17:04.587000+00:00,2206.169,0.0,1638.877,0.0,True
2024-11-28 19:17:04.644000+00:00,2206.169,0.0,1638.877,0.0,True
2024-11-28 19:17:04.667000+00:00,2206.169,0.0,1638.877,0.0,True
2024-11-28 19:17:04.716000+00:00,2206.169,0.0,1638.877,0.0,True
2024-11-28 19:17:05.037000+00:00,2108.6980000000003,0.0,1560.5209999999997,0.0,True
2024-11-28 19:17:05.058000+00:00,2108.6980000000003,0.0,1560.5209999999997,0.0,True
2024-11-28 19:17:05.098000+00:00,2108.6980000000003,0.0,1560.5209999999997,0.0,True
2024-11-28 19:17:05.514000+00:00,2089.516,0.0,1528.2250000000001,0.0,True
2024-11-28 19:17:05.530000+00:00,2089.516,0.0,1528.2250000000001,0.0,True
2024-11-28 19:17:05.571000+00:00,2089.516,0.0,1528.2250000000001,0.0,True
2024-11-28 19:17:05.606000+00:00,2089.516,0.0,1528.2250000000001,0.0,True
2024-11-28 19:17:05.985000+00:00,1532.7020000000002,0.0,1434.475,0.0,True
2024-11-28 19:17:05.992000+00:00,1532.7020000000002,0.0,1434.475,0.0,True
2024-11-28 19:17:06.046000+00:00,1532.7020000000002,0.0,1434.475,0.0,True
2024-11-28 19:17:06.054000+00:00,1532.7020000000002,0.0,1434.475,0.0,True
2024-11-28 19:17:06.453000+00:00,1513.902,0.0,1497.9370000000001,0.0,True
2024-11-28 19:17:06.469000+00:00,1513.902,0.0,1497.9370000000001,0.0,True
2024-11-28 19:17:06.512000+00:00,1513.902,0.0,1497.9370000000001,0.0,True
2024-11-28 19:17:06.591000+00:00,1513.902,0.0,1497.9370000000001,0.0,True
2024-11-28 19:17:06.927000+00:00,1645.362,0.0,1396.2489999999998,0.0,True
2024-11-28 19:17:06.941000+00:00,1645.362,0.0,1396.2489999999998,0.0,True
2024-11-28 19:17:06.991000+00:00,1645.362,0.0,1396.2489999999998,0.0,True
2024-11-28 19:17:07.019000+00:00,1645.362,0.0,1396.2489999999998,0.0,True
2024-11-28 19:17:07.399000+00:00,1754.482,0.0,1458.2309999999998,0.0,True
2024-11-28 19:17:07.413000+00:00,1754.482,0.0,1458.2309999999998,0.0,True
